Date,Open,High,Low,Close,Adj Close,Volume
2024-02-27,79.38100000,79.48000000,77.16200000,78.70100000,78.70100000,391705240
2024-02-28,77.62000000,78.93300000,77.12500000,77.66300000,77.66300000,393110400
2024-02-29,79.09400000,79.99000000,78.35000000,79.11200000,79.11200000,507288980
2024-03-01,80.00000000,82.30000000,79.43500000,82.27900000,82.27900000,479135100
2024-03-04,84.13000000,87.69500000,83.71900000,85.23700000,85.23700000,615616450
2024-03-05,85.27000000,86.09700000,83.41700000,85.96400000,85.96400000,520639300
2024-03-06,88.02200000,89.72400000,87.03000000,88.70000000,88.70000000,582520300
2024-03-07,90.15800000,92.76700000,89.60200000,92.66900000,92.66900000,608119160
2024-03-08,95.13790000,97.40000000,86.50600000,87.52800000,87.52800000,1142269060
2024-03-11,86.42900000,88.79700000,84.16600000,85.77400000,85.77400000,678364120
2024-03-12,88.04900000,91.96000000,86.15010000,91.91300000,91.91300000,668075150
2024-03-13,91.05500000,91.50400000,88.43500000,90.88800000,90.88800000,635712890
2024-03-14,89.57700000,90.64600000,86.60000000,87.94400000,87.94400000,602318160
2024-03-15,86.93000000,89.54600000,86.25700000,87.83650000,87.83650000,642086160
2024-03-18,90.38800000,92.40500000,87.08500000,88.45500000,88.45500000,668975930
2024-03-19,86.70000000,90.54400000,85.01000000,89.39800000,89.39800000,672171270
2024-03-20,89.79700000,90.41000000,88.22300000,90.37200000,90.37200000,479062790
2024-03-21,92.30000000,92.64800000,90.40500000,91.43500000,91.43500000,480372310
2024-03-22,91.14100000,94.77800000,90.83400000,94.28900000,94.28900000,586719360
2024-03-25,93.94100000,96.76600000,93.51000000,95.00200000,95.00200000,552136080
2024-03-26,95.85100000,96.37500000,92.50200000,92.56100000,92.56100000,513647580
2024-03-27,93.11200000,93.24000000,89.12300000,90.25000000,90.25000000,586067230
2024-03-28,90.00000000,91.30000000,89.19300000,90.35600000,90.35600000,435212270
2024-04-01,90.29900000,92.22500000,89.20400000,90.36300000,90.36300000,452441490
2024-04-02,88.44800000,90.09400000,87.62000000,89.45200000,89.45200000,433063550
2024-04-03,88.48400000,90.37400000,88.40000000,88.96400000,88.96400000,370066550
2024-04-04,90.40600000,90.63400000,85.88000000,85.90500000,85.90500000,434964920
2024-04-05,86.86600000,88.48100000,85.92600000,88.00800000,88.00800000,399678460
2024-04-08,88.70000000,88.83000000,86.73200000,87.13300000,87.13300000,283220000
2024-04-09,87.44200000,87.63500000,83.02200000,85.35400000,85.35400000,503547350
2024-04-10,83.92600000,87.40000000,83.70900000,87.03900000,87.03900000,431928530
2024-04-11,87.42000000,90.73900000,86.92600000,90.61600000,90.61600000,431637270
2024-04-12,89.69900000,90.17500000,87.53000000,88.18600000,88.18600000,426804790
2024-04-15,89.09800000,90.61300000,85.92900000,86.00100000,86.00100000,443076950
2024-04-16,86.43250000,88.11800000,86.06390000,87.41500000,87.41500000,370453020
2024-04-17,88.34000000,88.77500000,83.95000000,84.03500000,84.03500000,495399510
2024-04-18,84.97000000,86.19000000,82.40200000,84.67100000,84.67100000,447260340
2024-04-19,83.15000000,84.32400000,75.60600000,76.20000000,76.20000000,875198000
2024-04-22,78.10400000,80.07300000,76.40000000,79.51800000,79.51800000,596340510
2024-04-23,80.76900000,82.76900000,80.26400000,82.42300000,82.42300000,438559370
2024-04-24,83.95000000,84.08200000,79.18300000,79.67700000,79.67700000,512207530
2024-04-25,78.86800000,83.32300000,78.22300000,82.63200000,82.63200000,424640730
2024-04-26,83.81800000,88.33090000,83.38700000,87.73500000,87.73500000,551010780
2024-04-29,87.59500000,87.99200000,85.26600000,87.75700000,87.75700000,388970760
2024-04-30,87.24000000,88.81900000,86.30000000,86.40200000,86.40200000,363708700
2024-05-01,85.07700000,86.00000000,81.25460000,83.04100000,83.04100000,559863170
2024-05-02,84.44900000,86.23700000,83.20000000,85.81700000,85.81700000,377897540
2024-05-03,87.78900000,89.28100000,87.04000000,88.78900000,88.78900000,398340720
2024-05-06,89.39000000,92.22000000,89.05500000,92.14000000,92.14000000,376202550
2024-05-07,91.09800000,91.78100000,89.01100000,90.55400000,90.55400000,437341610
2024-05-08,89.48250000,91.19400000,89.42000000,90.41200000,90.41200000,325721020
2024-05-09,90.52900000,91.07200000,88.23100000,88.74700000,88.74700000,378012680
2024-05-10,90.30450000,91.40100000,89.22700000,89.87800000,89.87800000,335325410
2024-05-13,90.47800000,90.99800000,88.52900000,90.39900000,90.39900000,289680170
2024-05-14,89.59900000,91.65100000,88.93400000,91.35600000,91.35600000,296507080
2024-05-15,92.47200000,94.86200000,91.59900000,94.63000000,94.63000000,417735450
2024-05-16,94.91000000,95.81900000,94.10300000,94.35900000,94.35900000,323951820
2024-05-17,94.36900000,94.74000000,91.80600000,92.47900000,92.47900000,359691030
2024-05-20,93.75000000,95.20000000,93.44000000,94.78000000,94.78000000,318764460
2024-05-21,93.59900000,95.40000000,93.18000000,95.38600000,95.38600000,328946460
2024-05-22,95.45900000,96.02000000,93.24900000,94.95000000,94.95000000,548647990
2024-05-23,102.02800000,106.32000000,101.52000000,103.79900000,103.79900000,835065280
2024-05-24,104.44900000,106.47500000,103.00000000,106.46900000,106.46900000,429493670
2024-05-28,110.24400000,114.93900000,109.88300000,113.90100000,113.90100000,652727890
2024-05-29,113.05000000,115.49200000,110.90100000,114.82500000,114.82500000,557441930
2024-05-30,114.65000000,115.81920000,109.66300000,110.50000000,110.50000000,487350330
2024-05-31,112.52000000,112.71700000,106.94000000,109.63300000,109.63300000,613262500
2024-06-03,113.62100000,115.00000000,112.00300000,115.00000000,115.00000000,438391760
2024-06-04,115.71600000,116.60000000,114.04500000,116.43700000,116.43700000,403324010
2024-06-05,118.37100000,122.44950000,117.46800000,122.44000000,122.44000000,528401780
2024-06-06,124.04800000,125.58700000,118.32000000,120.99800000,120.99800000,664696190
2024-06-07,119.77000000,121.69170000,118.02200000,120.88800000,120.88800000,412385800
2024-06-10,120.37000000,195.95000000,117.01000000,121.79000000,121.79000000,314162650
2024-06-11,121.77000000,122.87000000,118.74000000,120.91000000,120.91000000,222551158
2024-06-12,123.06000000,126.88000000,122.57000000,125.20000000,125.20000000,299595001
2024-06-13,129.39000000,129.80000000,127.16000000,129.61000000,129.61000000,260704537
2024-06-14,129.96000000,132.84000000,128.32000000,131.88000000,131.88000000,309320376
2024-06-17,132.99000000,133.73000000,129.58000000,130.98000000,130.98000000,288504444
2024-06-18,131.14000000,136.33000000,130.69000000,135.58000000,135.58000000,294335054
2024-06-20,139.80000000,140.76000000,129.52000000,130.78000000,130.78000000,517768425
2024-06-21,127.12000000,130.63000000,124.30000000,126.57000000,126.57000000,655484664
2024-06-24,123.24000000,124.46000000,118.04000000,118.11000000,118.11000000,476060866
2024-06-25,121.20000000,126.50000000,119.32000000,126.09000000,126.09000000,425787456
2024-06-26,126.13000000,128.12000000,122.60000000,126.40000000,126.40000000,362975918
2024-06-27,124.10000000,126.41000000,122.92000000,123.99000000,123.99000000,252571693
2024-06-28,124.58000000,127.71000000,122.75000000,123.54000000,123.54000000,315516740
2024-07-01,123.47000000,124.84000000,118.83000000,124.30000000,124.30000000,284885534
2024-07-02,121.13000000,123.41000000,121.03000000,122.67000000,122.67000000,218373969
2024-07-03,121.66000000,128.28000000,121.36000000,128.28000000,128.28000000,215748955
2024-07-05,127.38000000,128.85000000,125.68000000,125.83000000,125.83000000,214176689
2024-07-08,127.49000000,130.77000000,127.04000000,128.20000000,128.20000000,237677322
2024-07-09,130.35000000,133.82000000,128.65000000,131.38000000,131.38000000,287020820
2024-07-10,134.03000000,135.10000000,132.42000000,134.91000000,134.91000000,248978569
2024-07-11,135.75000000,136.15000000,127.05000000,127.40000000,127.40000000,374782738
2024-07-12,128.26000000,131.92000000,127.22000000,129.24000000,129.24000000,252680535
2024-07-15,130.56000000,131.39000000,127.18000000,128.44000000,128.44000000,208326164
2024-07-16,128.44000000,129.04000000,124.58000000,126.36000000,126.36000000,214769515
2024-07-17,121.35000000,121.85000000,116.72000000,117.99000000,117.99000000,390086189
2024-07-18,121.85000000,122.40000000,116.56000000,121.09000000,121.09000000,320979530
2024-07-19,120.35000000,121.60000000,117.37000000,117.93000000,117.93000000,217223800
2024-07-22,120.35000000,124.07000000,119.86000000,123.54000000,123.54000000,258068943
2024-07-23,122.78000000,124.69000000,122.10000000,122.59000000,122.59000000,173910983
2024-07-24,119.17000000,119.95000000,113.44000000,114.25000000,114.25000000,327776884
2024-07-25,113.04000000,116.63000000,106.30000000,112.28000000,112.28000000,460067019
2024-07-26,116.19000000,116.20000000,111.58000000,113.06000000,113.06000000,293399073
2024-07-29,113.69000000,116.28000000,111.30000000,111.59000000,111.59000000,248152068
2024-07-30,111.52000000,111.99000000,102.54000000,103.73000000,103.73000000,486833274
2024-07-31,112.90000000,118.34000000,110.88000000,117.02000000,117.02000000,473174182
2024-08-01,117.53000000,120.16000000,106.81040000,109.21000000,109.21000000,523462326
2024-08-02,103.76000000,108.72000000,101.37000000,107.27000000,107.27000000,482027464
2024-08-05,92.06000000,103.41000000,90.69000000,100.45000000,100.45000000,552842375
2024-08-06,103.84000000,107.71000000,100.55000000,104.25000000,104.25000000,409012089
2024-08-07,107.81000000,108.80000000,98.69000000,98.91000000,98.91000000,411440423
2024-08-08,102.00000000,105.50000000,97.52000000,104.97000000,104.97000000,391910023
2024-08-09,105.64000000,106.60000000,103.43000000,104.75000000,104.75000000,290844157
2024-08-12,106.32000000,111.07000000,106.26000000,109.02000000,109.02000000,325559870
2024-08-13,112.44000000,116.23000000,111.58000000,116.14000000,116.14000000,312646660
2024-08-14,118.53000000,118.60000000,114.07000000,118.08000000,118.08000000,339246407
2024-08-15,118.76000000,123.24000000,117.47000000,122.86000000,122.86000000,318086673
2024-08-16,121.94000000,125.00000000,121.18000000,124.58000000,124.58000000,302589872
2024-08-19,124.28000000,130.00000000,123.42000000,130.00000000,130.00000000,318333577
2024-08-20,128.40000000,129.88000000,125.89000000,127.25000000,127.25000000,300087415
2024-08-21,127.31500000,129.35000000,126.66000000,128.50000000,128.50000000,257883572
2024-08-22,130.02000000,130.75000000,123.10000000,123.74000000,123.74000000,376189076
2024-08-23,125.86000000,129.60000000,125.22000000,129.37000000,129.37000000,323230332
2024-08-26,129.57000000,131.26000000,124.37000000,126.46000000,126.46000000,331964672
2024-08-27,125.05000000,129.20000000,123.88000000,128.30000000,128.30000000,303134573
2024-08-28,128.12000000,128.33000000,122.64000000,125.61000000,125.61000000,448101115
2024-08-29,121.35500000,124.43000000,116.71000000,117.59000000,117.59000000,453023305
2024-08-30,119.53000000,121.75000000,117.22000000,119.37000000,119.37000000,333751583
2024-09-03,116.01000000,116.21000000,107.29000000,108.00000000,108.00000000,477155100
2024-09-04,105.41000000,113.27000000,104.12000000,106.21000000,106.21000000,372470291
2024-09-05,104.98500000,109.65000000,104.76000000,107.21000000,107.21000000,306850696
2024-09-06,108.04000000,108.15000000,100.95000000,102.83000000,102.83000000,413638098
2024-09-09,104.88000000,106.55000000,103.69000000,106.47000000,106.47000000,273912015
2024-09-10,107.81000000,109.40000000,104.95000000,108.10000000,108.10000000,268283736
2024-09-11,109.39000000,117.19000000,107.42000000,116.91000000,116.91000000,441422370
2024-09-12,116.84000000,120.79000000,115.38000000,119.14000000,119.14000000,367100496
2024-09-13,119.08000000,119.95500000,117.60000000,119.10000000,119.10000000,238358328
2024-09-16,116.79000000,118.18000000,114.36000000,116.78000000,116.78000000,248772308
2024-09-17,118.17000000,118.80000000,114.83000000,115.59000000,115.59000000,231925876
2024-09-18,115.89000000,117.70000000,113.22000000,113.37000000,113.37000000,310318937
2024-09-19,117.35000000,119.66000000,117.25000000,117.87000000,117.87000000,293506438
2024-09-20,117.06000000,118.61810000,115.39010000,116.00000000,116.00000000,382462428
2024-09-23,116.55000000,116.99000000,114.86000000,116.26000000,116.26000000,206228490
2024-09-24,116.51500000,121.80000000,115.38000000,120.87000000,120.87000000,354966772
2024-09-25,122.02000000,124.94000000,121.61000000,123.51000000,123.51000000,284692948
2024-09-26,126.80000000,127.66500000,121.80000000,124.04000000,124.04000000,302582868
2024-09-27,123.97000000,124.03000000,119.26000000,121.40000000,121.40000000,271009175
2024-09-30,118.31000000,121.50000000,118.15000000,121.44000000,121.44000000,227053651
2024-10-01,121.76500000,122.43510000,115.79000000,117.00000000,117.00000000,302094485
2024-10-02,116.44000000,119.38000000,115.14000000,118.85000000,118.85000000,221845887
2024-10-03,120.92000000,124.36000000,120.34010000,122.85000000,122.85000000,277117973
2024-10-04,124.94000000,125.04000000,121.83000000,124.92000000,124.92000000,244465552
2024-10-07,124.99000000,130.64000000,124.95000000,127.72000000,127.72000000,346250233
2024-10-08,130.26000000,133.48000000,129.42000000,132.89000000,132.89000000,285722485
2024-10-09,134.11000000,134.52000000,131.38000000,132.65000000,132.65000000,246191612
2024-10-10,131.91000000,135.00000000,131.00000000,134.81000000,134.81000000,242311337
2024-10-11,134.01000000,135.78000000,133.66000000,134.80000000,134.80000000,170209474
2024-10-14,136.47000000,139.60000000,136.30000000,138.07000000,138.07000000,232347668
2024-10-15,137.87000000,138.57000000,128.74000000,131.60000000,131.60000000,377831021
2024-10-16,133.98000000,136.62000000,131.58000000,135.72000000,135.72000000,264879720
2024-10-17,139.34000000,140.89000000,136.87000000,136.93000000,136.93000000,306435921
2024-10-18,138.66500000,138.90000000,137.28000000,138.00000000,138.00000000,176090184
2024-10-21,138.13000000,143.71000000,138.00000000,143.71000000,143.71000000,264554514
2024-10-22,142.91000000,144.42000000,141.78000000,143.59000000,143.59000000,226311589
2024-10-23,142.03000000,142.43000000,137.46000000,139.56000000,139.56000000,285930038
2024-10-24,140.82000000,141.35000000,138.46000000,140.41000000,140.41000000,172354888
2024-10-25,140.93000000,144.13000000,140.80000000,141.54000000,141.54000000,205122109
2024-10-28,143.00000000,143.14000000,140.05000000,140.52000000,140.52000000,173586745
2024-10-29,140.28500000,142.25980000,138.90000000,141.25000000,141.25000000,157593634
2024-10-30,139.54000000,140.33000000,136.81000000,139.33500000,139.33500000,179418082
2024-10-31,137.60000000,137.61000000,132.11060000,132.76000000,132.76000000,270039641
2024-11-01,134.70000000,137.31000000,134.57000000,135.40000000,135.40000000,207127838
2024-11-04,137.21000000,138.96000000,135.57000000,136.05000000,136.05000000,187528173
2024-11-05,137.45000000,140.37010000,137.33000000,139.91000000,139.91000000,160537373
